#node1	node2	node1_string_id	node2_string_id	neighborhood_on_chromosome	gene_fusion	phylogenetic_cooccurrence	homology	coexpression	experimentally_determined_interaction	database_annotated	automated_textmining	combined_score
EGR1	IL6	9606.ENSP00000239938	9606.ENSP00000385675	0	0	0	0	0.138	0	0	0.753	0.778
EGR1	ZFP36	9606.ENSP00000239938	9606.ENSP00000471239	0	0	0	0	0.670	0.069	0	0.395	0.798
EGR1	NR4A2	9606.ENSP00000239938	9606.ENSP00000344479	0	0	0	0	0.328	0.052	0	0.722	0.808
EGR1	STAT1	9606.ENSP00000239938	9606.ENSP00000354394	0	0	0	0	0.086	0.058	0.500	0.667	0.837
EGR1	F3	9606.ENSP00000239938	9606.ENSP00000334145	0	0	0	0	0.064	0	0.750	0.455	0.861
EGR1	PPARG	9606.ENSP00000239938	9606.ENSP00000287820	0	0	0	0	0	0.067	0.500	0.870	0.934
EGR1	FOSB	9606.ENSP00000239938	9606.ENSP00000245919	0	0	0	0	0.798	0.066	0.500	0.880	0.987
EGR1	JUN	9606.ENSP00000239938	9606.ENSP00000360266	0	0	0	0	0.788	0.091	0.500	0.914	0.990
EGR1	FOS	9606.ENSP00000239938	9606.ENSP00000306245	0	0	0	0	0.825	0.066	0.500	0.951	0.995
EHBP1	EHD2	9606.ENSP00000263991	9606.ENSP00000263277	0	0	0	0	0.097	0.292	0	0.995	0.996
EHBP1	PCSK5	9606.ENSP00000263991	9606.ENSP00000446280	0	0	0	0	0.060	0	0	0.423	0.434
EHBP1	FERMT2	9606.ENSP00000263991	9606.ENSP00000342858	0	0	0	0	0.068	0.071	0	0.448	0.480
EHBP1	MYO6	9606.ENSP00000263991	9606.ENSP00000358994	0	0	0	0	0.085	0	0.540	0	0.561
EHBP1	PDLIM3	9606.ENSP00000263991	9606.ENSP00000284767	0	0	0	0	0.068	0.127	0.540	0.088	0.612
EIF1	PAIP1	9606.ENSP00000419449	9606.ENSP00000302768	0	0	0	0	0.074	0.128	0	0.372	0.449
EIF1	EIF4B	9606.ENSP00000419449	9606.ENSP00000388806	0	0	0	0	0.151	0	0	0.993	0.994
EIF1	SELENOP	9606.ENSP00000419449	9606.ENSP00000425915	0	0	0	0	0.086	0.644	0	0.162	0.703
EIF4B	PABPC1L	9606.ENSP00000388806	9606.ENSP00000255136	0	0	0	0	0.103	0.114	0	0.348	0.437
EIF4B	PAIP1	9606.ENSP00000388806	9606.ENSP00000302768	0	0	0	0	0.194	0.119	0.800	0.555	0.928
EIF4B	TNS2	9606.ENSP00000388806	9606.ENSP00000319756	0	0.400	0	0	0	0.053	0	0.174	0.490
EIF4B	SFN	9606.ENSP00000388806	9606.ENSP00000340989	0	0	0	0	0.088	0.460	0	0.448	0.705
EIF4B	RRAGD	9606.ENSP00000388806	9606.ENSP00000358423	0	0	0	0	0.055	0.073	0	0.672	0.687
EIF4B	ZFP36	9606.ENSP00000388806	9606.ENSP00000471239	0	0	0	0	0.048	0.099	0	0.480	0.515
EIF4B	EIF4E3	9606.ENSP00000388806	9606.ENSP00000393324	0	0	0	0	0.044	0.132	0.540	0.307	0.700
EIF4E3	PABPC1L	9606.ENSP00000393324	9606.ENSP00000255136	0	0	0	0	0.054	0.316	0	0.153	0.404
EIF4E3	PAIP1	9606.ENSP00000393324	9606.ENSP00000302768	0	0	0	0	0.066	0.478	0	0.210	0.581
ELF3	FOXA1	9606.ENSP00000352673	9606.ENSP00000250448	0	0	0	0	0.190	0	0	0.318	0.423
ELF3	EPCAM	9606.ENSP00000352673	9606.ENSP00000263735	0	0	0	0	0.281	0	0	0.276	0.457
ELF3	KAT2B	9606.ENSP00000352673	9606.ENSP00000263754	0	0	0	0	0	0	0.500	0.044	0.501
ELF3	ERBB3	9606.ENSP00000352673	9606.ENSP00000267101	0	0	0	0	0.192	0.063	0	0.358	0.472
ELF3	ERBB2	9606.ENSP00000352673	9606.ENSP00000269571	0	0	0	0	0.143	0.242	0	0.407	0.581
ELF3	SPTBN1	9606.ENSP00000352673	9606.ENSP00000349259	0	0	0	0	0	0	0	0.587	0.587
ELF3	RAB25	9606.ENSP00000352673	9606.ENSP00000354376	0	0	0	0	0.325	0.073	0	0.180	0.442
ELF3	GRHL2	9606.ENSP00000352673	9606.ENSP00000495564	0	0	0	0	0.212	0	0	0.379	0.490
ELF3	KRT19	9606.ENSP00000352673	9606.ENSP00000355124	0	0	0	0	0.366	0.058	0	0.224	0.496
ELMO3	LLGL2	9606.ENSP00000498602	9606.ENSP00000376333	0	0	0	0	0.196	0.205	0	0.221	0.459
ELMO3	ELMOD3	9606.ENSP00000498602	9606.ENSP00000386248	0	0	0	0	0	0	0	0.514	0.514
ELMO3	GULP1	9606.ENSP00000498602	9606.ENSP00000386289	0	0	0	0	0	0	0	0.907	0.907
ELMO3	FEZ1	9606.ENSP00000498602	9606.ENSP00000497070	0	0	0	0	0	0	0	0.433	0.433
ELMOD3	RETSAT	9606.ENSP00000386248	9606.ENSP00000295802	0	0	0	0	0.049	0	0	0.400	0.405
EMCN	LYVE1	9606.ENSP00000296420	9606.ENSP00000256178	0	0	0	0	0.247	0	0	0.677	0.746
EMCN	VWF	9606.ENSP00000296420	9606.ENSP00000261405	0	0	0	0	0.281	0	0	0.348	0.511
EMCN	FGF2	9606.ENSP00000296420	9606.ENSP00000264498	0	0	0	0	0.044	0	0	0.547	0.548
EMCN	ESAM	9606.ENSP00000296420	9606.ENSP00000278927	0	0	0	0	0.371	0	0	0.288	0.533
EMCN	SLIT3	9606.ENSP00000296420	9606.ENSP00000332164	0	0	0	0	0.107	0	0	0.369	0.412
EMCN	RUNX2	9606.ENSP00000296420	9606.ENSP00000360493	0	0	0	0	0.042	0	0	0.412	0.412
EMCN	SPARCL1	9606.ENSP00000296420	9606.ENSP00000414856	0	0	0	0	0.345	0	0	0.170	0.433
EMCN	RGS5	9606.ENSP00000296420	9606.ENSP00000433001	0	0	0	0	0.452	0	0	0.082	0.476
EMCN	SYNPO2	9606.ENSP00000296420	9606.ENSP00000306015	0	0	0	0	0.191	0	0	0.383	0.479
EMCN	ICAM2	9606.ENSP00000296420	9606.ENSP00000415283	0	0	0	0	0.264	0	0	0.326	0.482
EMCN	SHE	9606.ENSP00000296420	9606.ENSP00000307369	0	0	0	0	0.494	0	0	0	0.494
EMCN	MMRN2	9606.ENSP00000296420	9606.ENSP00000361097	0	0	0	0	0.516	0	0	0.134	0.563
EMCN	PTPRB	9606.ENSP00000296420	9606.ENSP00000334928	0	0	0	0	0.452	0	0	0.243	0.567
EMCN	TIE1	9606.ENSP00000296420	9606.ENSP00000361554	0	0	0	0	0.334	0	0	0.427	0.602
EMCN	NEXN	9606.ENSP00000296420	9606.ENSP00000333938	0	0	0	0	0.064	0.610	0	0	0.619
EMCN	MYCT1	9606.ENSP00000296420	9606.ENSP00000356214	0	0	0	0	0.464	0	0	0.361	0.643
EMCN	ROBO4	9606.ENSP00000296420	9606.ENSP00000304945	0	0	0	0	0.489	0	0	0.425	0.694
EMCN	TEK	9606.ENSP00000296420	9606.ENSP00000369375	0	0	0	0	0.500	0	0	0.528	0.754
EMCN	MUC1	9606.ENSP00000296420	9606.ENSP00000484824	0	0	0	0	0	0	0	0.790	0.790
EMCN	PECAM1	9606.ENSP00000296420	9606.ENSP00000457421	0	0	0	0	0.324	0	0	0.721	0.803
EMP1	PMP22	9606.ENSP00000256951	9606.ENSP00000308937	0	0	0	0.891	0.215	0.193	0	0.134	0.403
EMP1	SERPING1	9606.ENSP00000256951	9606.ENSP00000278407	0	0	0	0	0.060	0	0	0.415	0.426
EMP1	PECAM1	9606.ENSP00000256951	9606.ENSP00000457421	0	0	0	0	0.060	0	0	0.437	0.448
EMP1	SLC9A3R1	9606.ENSP00000256951	9606.ENSP00000262613	0	0	0	0	0	0	0	0.511	0.511
EMP1	S100A10	9606.ENSP00000256951	9606.ENSP00000357801	0	0	0	0	0.256	0	0	0.392	0.528
ENPP2	PLPP2	9606.ENSP00000259486	9606.ENSP00000329697	0.042	0	0	0	0	0	0	0.405	0.405
ENPP2	IL6	9606.ENSP00000259486	9606.ENSP00000385675	0	0	0	0	0.060	0	0	0.397	0.408
ENPP2	PLAAT3	9606.ENSP00000259486	9606.ENSP00000320337	0	0	0	0	0.059	0.053	0	0.472	0.488
ENPP2	PLPP1	9606.ENSP00000259486	9606.ENSP00000264775	0.042	0	0	0	0.125	0	0	0.480	0.526
ENPP2	PLA2G4A	9606.ENSP00000259486	9606.ENSP00000356436	0	0	0	0	0.094	0	0	0.556	0.580
ENPP2	PLPP3	9606.ENSP00000259486	9606.ENSP00000360296	0.042	0	0	0	0.137	0	0	0.581	0.623
ENPP2	PLA2G2A	9606.ENSP00000259486	9606.ENSP00000383364	0	0	0	0	0.056	0	0	0.645	0.650
EPAS1	SLC2A3	9606.ENSP00000263734	9606.ENSP00000075120	0	0	0	0	0.073	0.067	0	0.478	0.510
EPAS1	NR3C1	9606.ENSP00000263734	9606.ENSP00000231509	0	0	0	0	0.109	0.250	0.500	0.257	0.718
EPAS1	VWF	9606.ENSP00000263734	9606.ENSP00000261405	0	0	0	0	0.206	0	0	0.433	0.531
EPAS1	SPP1	9606.ENSP00000263734	9606.ENSP00000378517	0	0	0	0	0.067	0	0	0.385	0.401
EPAS1	RUNX2	9606.ENSP00000263734	9606.ENSP00000360493	0	0	0	0	0	0	0	0.402	0.402
EPAS1	FGF7	9606.ENSP00000263734	9606.ENSP00000267843	0	0	0	0	0.083	0	0	0.374	0.402
EPAS1	PLIN2	9606.ENSP00000263734	9606.ENSP00000276914	0	0	0	0	0.096	0	0	0.367	0.403
EPAS1	NRP1	9606.ENSP00000263734	9606.ENSP00000265371	0	0	0	0	0.157	0	0	0.322	0.404
EPAS1	TGFBR2	9606.ENSP00000263734	9606.ENSP00000351905	0	0	0	0	0.221	0.071	0	0.252	0.412
EPAS1	STAT5A	9606.ENSP00000263734	9606.ENSP00000341208	0	0	0	0	0.042	0.143	0	0.342	0.413
EPAS1	TBX15	9606.ENSP00000263734	9606.ENSP00000358437	0	0	0	0	0.075	0	0	0.392	0.414
EPAS1	IDH2	9606.ENSP00000263734	9606.ENSP00000331897	0	0	0	0	0.059	0	0	0.406	0.417
EPAS1	KIT	9606.ENSP00000263734	9606.ENSP00000288135	0	0	0	0	0.108	0	0	0.384	0.427
EPAS1	FBP1	9606.ENSP00000263734	9606.ENSP00000408025	0	0	0	0	0.049	0.292	0	0.219	0.428
EPAS1	PTGS2	9606.ENSP00000263734	9606.ENSP00000356438	0	0	0	0	0.130	0	0	0.374	0.432
EPAS1	ZEB1	9606.ENSP00000263734	9606.ENSP00000354487	0	0	0	0	0.049	0	0	0.431	0.435
EPAS1	PFKFB3	9606.ENSP00000263734	9606.ENSP00000492001	0	0	0	0	0.072	0	0	0.417	0.435
EPAS1	ERBB2	9606.ENSP00000263734	9606.ENSP00000269571	0	0	0	0	0.057	0	0	0.425	0.435
EPAS1	MET	9606.ENSP00000263734	9606.ENSP00000317272	0	0	0	0	0.096	0.071	0	0.411	0.462
EPAS1	MITF	9606.ENSP00000263734	9606.ENSP00000391803	0	0	0	0	0.080	0.182	0	0.346	0.465
EPAS1	FOXO1	9606.ENSP00000263734	9606.ENSP00000368880	0	0	0	0	0.067	0.068	0	0.438	0.469
EPAS1	ITGA1	9606.ENSP00000263734	9606.ENSP00000282588	0	0	0	0	0.148	0	0	0.405	0.472
EPAS1	SOCS3	9606.ENSP00000263734	9606.ENSP00000330341	0	0	0	0	0.067	0	0	0.460	0.475
EPAS1	PECAM1	9606.ENSP00000263734	9606.ENSP00000457421	0	0	0	0	0.072	0	0	0.476	0.492
EPAS1	FGF2	9606.ENSP00000263734	9606.ENSP00000264498	0	0	0	0	0.048	0	0	0.495	0.499
EPAS1	MMP9	9606.ENSP00000263734	9606.ENSP00000361405	0	0	0	0	0.062	0	0	0.496	0.508
EPAS1	MB	9606.ENSP00000263734	9606.ENSP00000352835	0	0	0	0	0.052	0	0	0.505	0.511
EPAS1	PPARG	9606.ENSP00000263734	9606.ENSP00000287820	0	0	0	0	0.150	0.071	0	0.456	0.534
EPAS1	IL6	9606.ENSP00000263734	9606.ENSP00000385675	0	0	0	0	0.126	0	0	0.526	0.568
EPAS1	STAT1	9606.ENSP00000263734	9606.ENSP00000354394	0	0	0	0	0.055	0.045	0	0.570	0.578
EPAS1	TEK	9606.ENSP00000263734	9606.ENSP00000369375	0	0	0	0	0.208	0	0	0.516	0.601
EPAS1	PKM	9606.ENSP00000263734	9606.ENSP00000320171	0	0	0	0	0	0.294	0	0.478	0.616
EPAS1	IGF1	9606.ENSP00000263734	9606.ENSP00000376637	0	0	0	0	0.050	0	0	0.638	0.641
EPAS1	SUCO	9606.ENSP00000263734	9606.ENSP00000356696	0	0	0	0	0	0	0	0.663	0.663
EPAS1	FN1	9606.ENSP00000263734	9606.ENSP00000346839	0	0	0	0	0.122	0	0	0.638	0.669
EPAS1	KLF4	9606.ENSP00000263734	9606.ENSP00000363804	0	0	0	0	0.080	0.054	0.500	0.402	0.704
EPAS1	JUN	9606.ENSP00000263734	9606.ENSP00000360266	0	0	0	0	0.072	0.491	0	0.447	0.716
EPAS1	SLC2A1	9606.ENSP00000263734	9606.ENSP00000416293	0	0	0	0	0.056	0.067	0	0.883	0.888
EPB41L2	GYPC	9606.ENSP00000357110	9606.ENSP00000259254	0	0	0	0	0.042	0.120	0	0.645	0.675
EPB41L2	EPB41L5	9606.ENSP00000357110	9606.ENSP00000263713	0	0	0	0.748	0.042	0	0.500	0.128	0.545
EPB41L2	SPTBN1	9606.ENSP00000357110	9606.ENSP00000349259	0	0	0	0	0.187	0.094	0.720	0.283	0.832
EPB41L2	NUMA1	9606.ENSP00000357110	9606.ENSP00000377298	0	0	0	0	0.042	0.422	0	0.834	0.900
EPB41L4B	PRKCZ	9606.ENSP00000363694	9606.ENSP00000367830	0	0	0	0	0.070	0.181	0.900	0.140	0.925
EPB41L5	MDK	9606.ENSP00000263713	9606.ENSP00000385451	0	0	0	0	0	0.422	0	0	0.422
EPB41L5	EZR	9606.ENSP00000263713	9606.ENSP00000338934	0	0	0	0.619	0.042	0.088	0	0.434	0.463
EPCAM	FOXA1	9606.ENSP00000263735	9606.ENSP00000250448	0	0	0	0	0.162	0	0	0.400	0.476
EPCAM	PDGFRA	9606.ENSP00000263735	9606.ENSP00000257290	0	0	0	0	0	0	0	0.520	0.520
EPCAM	NT5E	9606.ENSP00000263735	9606.ENSP00000257770	0	0	0	0	0	0	0	0.464	0.464
EPCAM	FGF7	9606.ENSP00000263735	9606.ENSP00000267843	0	0	0	0	0	0	0	0.400	0.400
EPCAM	SPP1	9606.ENSP00000263735	9606.ENSP00000378517	0	0	0	0	0.058	0	0	0.391	0.401
EPCAM	LEF1	9606.ENSP00000263735	9606.ENSP00000265165	0	0	0	0	0	0	0	0.417	0.417
EPCAM	ITGA7	9606.ENSP00000263735	9606.ENSP00000452120	0	0	0	0	0	0	0	0.428	0.428
EPCAM	LLGL2	9606.ENSP00000263735	9606.ENSP00000376333	0	0	0	0	0.127	0	0	0.373	0.429
EPCAM	STAT5A	9606.ENSP00000263735	9606.ENSP00000341208	0	0	0	0	0	0	0	0.430	0.430
EPCAM	NPNT	9606.ENSP00000263735	9606.ENSP00000389252	0	0	0	0	0.127	0	0	0.377	0.432
EPCAM	PRSS8	9606.ENSP00000263735	9606.ENSP00000319730	0	0	0	0	0.260	0	0	0.269	0.436
EPCAM	SDC1	9606.ENSP00000263735	9606.ENSP00000370542	0	0	0	0	0.109	0	0	0.396	0.438
EPCAM	FCGR2B	9606.ENSP00000263735	9606.ENSP00000351497	0	0	0	0	0	0	0	0.442	0.442
EPCAM	MME	9606.ENSP00000263735	9606.ENSP00000418525	0	0	0	0	0	0	0	0.448	0.448
EPCAM	MMP9	9606.ENSP00000263735	9606.ENSP00000361405	0	0	0	0	0.042	0	0	0.452	0.452
EPCAM	LAIR1	9606.ENSP00000263735	9606.ENSP00000375622	0	0	0	0	0	0	0	0.488	0.487
EPCAM	ST14	9606.ENSP00000263735	9606.ENSP00000278742	0	0	0	0	0.274	0	0	0.337	0.498
EPCAM	OCLN	9606.ENSP00000263735	9606.ENSP00000347379	0	0	0	0	0.195	0	0	0.404	0.500
EPCAM	H2BC21	9606.ENSP00000263735	9606.ENSP00000358151	0	0	0	0	0.042	0	0	0.504	0.504
EPCAM	ZEB2	9606.ENSP00000263735	9606.ENSP00000487174	0	0	0	0	0	0	0	0.508	0.508
EPCAM	ERBB3	9606.ENSP00000263735	9606.ENSP00000267101	0	0	0	0	0.168	0	0	0.435	0.510
EPCAM	IL6	9606.ENSP00000263735	9606.ENSP00000385675	0	0	0	0	0	0	0	0.510	0.510
EPCAM	SPINT1	9606.ENSP00000263735	9606.ENSP00000342098	0	0	0	0	0.327	0	0	0.303	0.511
EPCAM	GRHL2	9606.ENSP00000263735	9606.ENSP00000495564	0	0	0	0	0.258	0	0	0.371	0.513
EPCAM	KLF4	9606.ENSP00000263735	9606.ENSP00000363804	0	0	0	0	0.042	0	0	0.515	0.515
EPCAM	MAL2	9606.ENSP00000263735	9606.ENSP00000479708	0	0	0	0	0.419	0	0	0.221	0.528
EPCAM	FGF2	9606.ENSP00000263735	9606.ENSP00000264498	0	0	0	0	0	0	0	0.531	0.531
EPCAM	TGFBR2	9606.ENSP00000263735	9606.ENSP00000351905	0	0	0	0	0	0	0	0.536	0.536
EPCAM	MCAM	9606.ENSP00000263735	9606.ENSP00000264036	0	0	0	0	0	0	0	0.540	0.540
EPCAM	PTGER4	9606.ENSP00000263735	9606.ENSP00000302846	0	0	0	0	0	0	0	0.576	0.576
EPCAM	FOLR2	9606.ENSP00000263735	9606.ENSP00000298223	0	0	0	0	0	0	0	0.577	0.577
EPCAM	FN1	9606.ENSP00000263735	9606.ENSP00000346839	0	0	0	0	0.043	0	0	0.581	0.581
EPCAM	RAB25	9606.ENSP00000263735	9606.ENSP00000354376	0	0	0	0	0.477	0	0	0.255	0.594
EPCAM	KIT	9606.ENSP00000263735	9606.ENSP00000288135	0	0	0	0	0.055	0	0	0.601	0.607
EPCAM	ZEB1	9606.ENSP00000263735	9606.ENSP00000354487	0	0	0	0	0	0	0	0.629	0.629
EPCAM	VIM	9606.ENSP00000263735	9606.ENSP00000446007	0	0	0	0	0	0	0	0.634	0.634
EPCAM	ESRP1	9606.ENSP00000263735	9606.ENSP00000405738	0	0	0	0	0.456	0	0	0.393	0.656
EPCAM	FOLR1	9606.ENSP00000263735	9606.ENSP00000377284	0	0	0	0	0.083	0	0	0.676	0.690
EPCAM	MET	9606.ENSP00000263735	9606.ENSP00000317272	0	0	0	0	0.061	0	0	0.716	0.721
EPCAM	PECAM1	9606.ENSP00000263735	9606.ENSP00000457421	0	0	0	0	0	0	0	0.727	0.727
EPCAM	GPC3	9606.ENSP00000263735	9606.ENSP00000377836	0	0	0	0	0.074	0	0	0.738	0.747
EPCAM	MYO5B	9606.ENSP00000263735	9606.ENSP00000285039	0	0	0	0	0.137	0	0	0.723	0.750
EPCAM	KRT18	9606.ENSP00000263735	9606.ENSP00000373489	0	0	0	0	0.337	0	0	0.696	0.789
EPCAM	KRT8	9606.ENSP00000263735	9606.ENSP00000449404	0	0	0	0	0.378	0	0	0.761	0.845
EPCAM	SPINT2	9606.ENSP00000263735	9606.ENSP00000301244	0	0	0	0	0.360	0	0	0.821	0.880
EPCAM	KRT19	9606.ENSP00000263735	9606.ENSP00000355124	0	0	0	0	0.436	0	0	0.811	0.888
EPCAM	MUC1	9606.ENSP00000263735	9606.ENSP00000484824	0	0	0	0	0.126	0	0	0.913	0.920
EPCAM	ERBB2	9606.ENSP00000263735	9606.ENSP00000269571	0	0	0	0	0.117	0	0	0.921	0.927
EPDR1	FERMT2	9606.ENSP00000199448	9606.ENSP00000342858	0	0	0	0	0.055	0	0	0.505	0.512
EPPK1	PKP3	9606.ENSP00000484472	9606.ENSP00000331678	0	0	0	0	0.140	0.070	0	0.407	0.484
EPPK1	PPL	9606.ENSP00000484472	9606.ENSP00000340510	0	0	0	0	0.112	0	0	0.668	0.692
EPPK1	KRT18	9606.ENSP00000484472	9606.ENSP00000373489	0	0	0	0	0.138	0.615	0	0.148	0.693
EPPK1	VIM	9606.ENSP00000484472	9606.ENSP00000446007	0	0	0	0	0	0.491	0	0.155	0.552
EPPK1	KRT8	9606.ENSP00000484472	9606.ENSP00000449404	0	0	0	0	0.133	0.127	0	0.497	0.586
EPRS1	STS	9606.ENSP00000355890	9606.ENSP00000217961	0.042	0	0	0	0	0	0	0.484	0.484
EPRS1	NAMPT	9606.ENSP00000355890	9606.ENSP00000222553	0.245	0	0	0	0.374	0	0	0.375	0.679
EPRS1	TFPI	9606.ENSP00000355890	9606.ENSP00000233156	0	0	0	0	0.060	0	0	0.506	0.515
EPRS1	H4C6	9606.ENSP00000355890	9606.ENSP00000244537	0	0	0	0	0.066	0.510	0	0.097	0.551
EPRS1	HSPA12B	9606.ENSP00000355890	9606.ENSP00000254963	0.107	0	0	0	0.188	0.091	0	0.203	0.404
EPRS1	VWF	9606.ENSP00000355890	9606.ENSP00000261405	0	0	0	0	0.074	0.100	0	0.446	0.497
EPRS1	SELP	9606.ENSP00000355890	9606.ENSP00000263686	0	0	0	0	0	0	0	0.505	0.505
EPRS1	ST14	9606.ENSP00000355890	9606.ENSP00000278742	0	0	0	0	0	0	0	0.446	0.446
EPRS1	F2RL2	9606.ENSP00000355890	9606.ENSP00000296641	0	0	0	0	0	0	0	0.832	0.832
EPRS1	GPD1	9606.ENSP00000355890	9606.ENSP00000301149	0.255	0	0	0	0.233	0.095	0	0.090	0.466
EPRS1	PAIP1	9606.ENSP00000355890	9606.ENSP00000302768	0	0	0	0	0.276	0.291	0	0.101	0.498
EPRS1	TYMS	9606.ENSP00000355890	9606.ENSP00000315644	0.114	0	0	0	0.323	0.065	0	0.229	0.510
EPRS1	PKM	9606.ENSP00000355890	9606.ENSP00000320171	0.115	0	0	0	0.160	0	0	0.296	0.432
EPRS1	PLAAT3	9606.ENSP00000355890	9606.ENSP00000320337	0.107	0	0	0	0.188	0.091	0	0.203	0.404
EPRS1	F3	9606.ENSP00000355890	9606.ENSP00000334145	0	0	0	0	0	0	0	0.692	0.692
EPRS1	HSPA12A	9606.ENSP00000355890	9606.ENSP00000489674	0.107	0	0	0	0.188	0.091	0	0.203	0.404
EPRS1	HADH	9606.ENSP00000355890	9606.ENSP00000474560	0.153	0	0	0	0.082	0	0	0.296	0.405
EPRS1	PYCR1	9606.ENSP00000355890	9606.ENSP00000384949	0.120	0	0	0	0.137	0	0	0.299	0.421
EPRS1	IL6	9606.ENSP00000355890	9606.ENSP00000385675	0	0	0	0	0	0	0	0.446	0.446
EPRS1	TOP2A	9606.ENSP00000355890	9606.ENSP00000411532	0.111	0	0	0	0.161	0	0	0.364	0.485
EPRS1	TK1	9606.ENSP00000355890	9606.ENSP00000468425	0.261	0	0	0	0.223	0	0	0.238	0.524
EPRS1	MTHFD2	9606.ENSP00000355890	9606.ENSP00000377617	0.263	0	0	0	0.374	0	0	0.177	0.587
EPRS1	TLR4	9606.ENSP00000355890	9606.ENSP00000363089	0	0	0	0	0	0.066	0	0.605	0.615
EPRS1	THBD	9606.ENSP00000355890	9606.ENSP00000366307	0	0	0	0	0	0.065	0	0.638	0.647
EPRS1	PDHA1	9606.ENSP00000355890	9606.ENSP00000369134	0.216	0	0	0	0.544	0.092	0	0.121	0.676
EPRS1	TKT	9606.ENSP00000355890	9606.ENSP00000391481	0.047	0	0	0	0.556	0	0	0.330	0.691
EPRS1	SELENOP	9606.ENSP00000355890	9606.ENSP00000425915	0	0	0	0	0.673	0	0	0.133	0.704
ERAP1	PTGIS	9606.ENSP00000296754	9606.ENSP00000244043	0	0	0	0	0	0.054	0	0.562	0.568
ERAP1	LGMN	9606.ENSP00000296754	9606.ENSP00000376911	0	0	0	0	0.056	0	0	0.398	0.408
ERAP1	TGFBR2	9606.ENSP00000296754	9606.ENSP00000351905	0	0	0	0	0.074	0	0	0.398	0.419
ERAP1	PTTG1	9606.ENSP00000296754	9606.ENSP00000377536	0	0	0	0	0	0	0	0.426	0.426
ERAP1	GJB2	9606.ENSP00000296754	9606.ENSP00000372295	0	0	0	0	0	0	0	0.451	0.451
ERAP1	TLR4	9606.ENSP00000296754	9606.ENSP00000363089	0	0	0	0	0.067	0	0	0.503	0.516
ERAP1	TNIP1	9606.ENSP00000296754	9606.ENSP00000317891	0	0	0	0	0.072	0	0	0.660	0.670
ERBB2	MMP11	9606.ENSP00000269571	9606.ENSP00000215743	0	0	0	0	0.109	0	0	0.407	0.449
ERBB2	HBEGF	9606.ENSP00000269571	9606.ENSP00000230990	0	0	0	0	0	0	0.400	0.911	0.944
ERBB2	FOXA1	9606.ENSP00000269571	9606.ENSP00000250448	0	0	0	0	0.084	0	0	0.623	0.640
ERBB2	LYVE1	9606.ENSP00000269571	9606.ENSP00000256178	0	0	0	0	0	0.045	0	0.412	0.414
ERBB2	PDGFRA	9606.ENSP00000269571	9606.ENSP00000257290	0	0	0	0.565	0.065	0.663	0	0.323	0.768
ERBB2	MDM2	9606.ENSP00000269571	9606.ENSP00000258149	0	0	0	0	0.049	0	0	0.663	0.665
ERBB2	TYRO3	9606.ENSP00000269571	9606.ENSP00000263798	0	0	0	0.603	0.049	0.617	0	0.182	0.676
ERBB2	FGF2	9606.ENSP00000269571	9606.ENSP00000264498	0	0	0	0	0.055	0	0.650	0.604	0.857
ERBB2	TP63	9606.ENSP00000269571	9606.ENSP00000264731	0	0	0	0	0	0	0	0.453	0.453
ERBB2	ERBB3	9606.ENSP00000269571	9606.ENSP00000267101	0	0	0.081	0.893	0.086	0.997	0.900	0.984	0.999
ERBB2	FGF7	9606.ENSP00000269571	9606.ENSP00000267843	0	0	0	0	0.047	0	0.650	0.514	0.824
ERBB2	SUCO	9606.ENSP00000269571	9606.ENSP00000356696	0	0	0	0	0	0	0	0.418	0.418
ERBB2	MME	9606.ENSP00000269571	9606.ENSP00000418525	0	0	0	0	0	0	0	0.423	0.423
ERBB2	TLR4	9606.ENSP00000269571	9606.ENSP00000363089	0	0	0	0	0	0.094	0	0.396	0.429
ERBB2	SLC2A1	9606.ENSP00000269571	9606.ENSP00000416293	0	0	0	0	0	0	0	0.432	0.432
ERBB2	GPER1	9606.ENSP00000269571	9606.ENSP00000380281	0	0	0	0	0	0	0	0.432	0.432
ERBB2	OCLN	9606.ENSP00000269571	9606.ENSP00000347379	0	0	0	0	0.128	0.148	0	0.305	0.439
ERBB2	SOCS3	9606.ENSP00000269571	9606.ENSP00000330341	0	0	0	0	0	0.215	0	0.318	0.442
ERBB2	RRM2	9606.ENSP00000269571	9606.ENSP00000353770	0	0	0	0	0	0.185	0	0.348	0.445
ERBB2	HSPB2	9606.ENSP00000269571	9606.ENSP00000302476	0	0	0	0	0.063	0	0	0.435	0.448
ERBB2	TEK	9606.ENSP00000269571	9606.ENSP00000369375	0	0	0	0.579	0	0.336	0	0.211	0.454
ERBB2	PKM	9606.ENSP00000269571	9606.ENSP00000320171	0	0	0	0	0	0.140	0	0.395	0.457
ERBB2	TACC3	9606.ENSP00000269571	9606.ENSP00000326550	0	0	0	0	0	0.098	0	0.424	0.458
ERBB2	LEP	9606.ENSP00000269571	9606.ENSP00000312652	0	0	0	0	0	0	0	0.463	0.463
ERBB2	GPC3	9606.ENSP00000269571	9606.ENSP00000377836	0	0	0	0	0.061	0	0	0.458	0.470
ERBB2	PRF1	9606.ENSP00000269571	9606.ENSP00000398568	0	0	0	0	0.049	0	0	0.471	0.475
ERBB2	RECK	9606.ENSP00000269571	9606.ENSP00000367202	0	0	0	0	0	0.292	0	0.301	0.483
